url,exact_phrase,context,type,status,risk,action,proposed_replacement_or_action
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,гомеопатия,"рмацию, которую запускают препараты гомеопатии. Как видите, в моей подаче, гомеопатия приближается к искусству: - Каждый препарат несет образ, архетип, отражает внутреннюю боль и ресурс . - В каж",regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,гомеопатии,ждения и плюс - закрепление изменений через мандалы и работу с препаратами гомеопатии. При этом формируется эталонная структура беременности и появления на свет. После прохождения Мистерии Вы по,regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,гомеопатию,"Она будет усиливать и направлять те трансформации, в которые мы идем через гомеопатию. Терапия Личные сессии с психотерапевтом помогут интегрировать изменения от гомеопатии в реальную жизнь. Я пр",regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,психотерапевтом,"трансформации, в которые мы идем через гомеопатию. Терапия Личные сессии с психотерапевтом помогут интегрировать изменения от гомеопатии в реальную жизнь. Я провожу и рекомендую следующие форматы: #1.",regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,гомеопатии,Терапия Личные сессии с психотерапевтом помогут интегрировать изменения от гомеопатии в реальную жизнь. Я провожу и рекомендую следующие форматы: #1. Образная психотерапия - подходит для укреплен,regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,психотерапия,и в реальную жизнь. Я провожу и рекомендую следующие форматы: #1. Образная психотерапия - подходит для укрепления целостности и силы личности. #2. Мистерии и архетипические расстановки - полезны дл,regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,Гомеопатия,"сстановки - полезны для встраивания необходимых новых навыков и качеств. - Гомеопатия предоставит вам ресурс, потенциал, изменит качества личности. - А психотерапия поможет вам лучше воспользоват",regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,психотерапия,"меопатия предоставит вам ресурс, потенциал, изменит качества личности. - А психотерапия поможет вам лучше воспользоваться этим ресурсом, определить что именно вы хотите, и как этого можно достичь.",regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,психотерапия,"хотите, и как этого можно достичь. Рекомендуемый формат: - 1 раз в неделю психотерапия; - плюс неделя расширенного сопровождения в гомеопатии. Сценарии Рода В некоторых случаях базовые программы и",regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,гомеопатии,- 1 раз в неделю психотерапия; - плюс неделя расширенного сопровождения в гомеопатии. Сценарии Рода В некоторых случаях базовые программы и сценарии жизни очень сильные. Они закладываются не в д,regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,гомеопатия,"связь с родом и родовые сценарии-программы. МЕТОДЫ РАБОТЫ: #1. Сакральная гомеопатия: Глубокий анализ травмы-сценария по разным чакрам, тонким телам. Духовная коррекция верхних слоев травмы чере",regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,гомеопатию,"разным чакрам, тонким телам. Духовная коррекция верхних слоев травмы через гомеопатию высокой потенции и Предметов Силы Богов. #2. Архетипическая поддержка через Мистерии. В первую очередь это Ми",regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,Гомеопатия,"ское восстановление потоков рода. ИСТОЧНИКИ СИЛЫ #1. РАБОТА С ДРЕВОМ РОДА (Гомеопатия 4 уровень). В некоторых случаях причина ступора даже не в детстве, а в родовых сценариях и программах, которы",regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,гомеопатии,"ительство. 3) Коррекция внутренних ступоров к Родовой Силе через препараты гомеопатии. __ На 4м уровне Гомеопатии мы пробуждаем, восстагавливаем Вашу Связь с Большими Источниками Силы и энергии.",regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,Гомеопатии,"ренних ступоров к Родовой Силе через препараты гомеопатии. __ На 4м уровне Гомеопатии мы пробуждаем, восстагавливаем Вашу Связь с Большими Источниками Силы и энергии. Влияние Рода на систему чело",regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,гомеопатии,". Вероятно, как же как мы давали поддержку вашим субличностей на 2м уровне гомеопатии, подобным образом можно оказать поддержку поколениями Вашего Рода, исправляя Родовые Травмы и Восстанавливая",regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,психотерапии,"азу оговорюсь, это не какая-то метафизика, а классическая тема в глубинной психотерапии и гомеопатии. Только касаемся мы этой темы уже на более поздних, глубоких этапах работы. * В ПСИХОТЕРАПИИ Счи",regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,гомеопатии,"это не какая-то метафизика, а классическая тема в глубинной психотерапии и гомеопатии. Только касаемся мы этой темы уже на более поздних, глубоких этапах работы. * В ПСИХОТЕРАПИИ Считается, что м",regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,ПСИХОТЕРАПИИ,"ко касаемся мы этой темы уже на более поздних, глубоких этапах работы. * В ПСИХОТЕРАПИИ Считается, что мощные родовые, трансгенерационные травмы передаются генетически. И с ними проводится аккуратн",regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,ГОМЕОПАТИИ,"ними проводится аккуратная работа, как и с другими травмами личности. * В ГОМЕОПАТИИ Мощные родовые травмы считаются причиной сложных, неизличимых заболеваний. И с такими травмами мы работаем, ч",regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,гомеопатические,"й сложных, неизличимых заболеваний. И с такими травмами мы работаем, через гомеопатические препараты высокой мощности. __ Мой нюанс в том, что я провожу более прицельный анализ и воздействие через ман",regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,гомеопатия,"в том, что я провожу более прицельный анализ и воздействие через мандалы + гомеопатия. Это позволяет сделать работу более тонкой и мягкой и эффективной. ЛИНИИ РОДА Способы работы. Эффект, надо ск",regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,гомеопатии,"ить утверждение, что с Родовыми Травмами надо работать высокими потенциями гомеопатии. ОТВЕТ : Верно, но скорее даже сверх-высокими. Высокая потенция 200 почти не эффективна. Родовые истории цепл",regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,лечением,"обенность классической гомеопатии в том, что мы обычно - не ограничиваемся лечением конкретных симптомов, - а скорее лечим человека в целом. Симптомы - это лишь проявление общего баланса здоров",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,здоровья,"орее лечим человека в целом. Симптомы - это лишь проявление общего баланса здоровья человека, его души и тела. АРХЕТИПИЧЕСКАЯ ГОМЕОПАТИЯ акцентируется в первую очередь на укреплении психических",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,здоровье,"те с архетипами. Это позволяет ускориться к достижению целей не только про здоровье, но и отношения, деньги, бизнес и т.д. Духовное, кармическое целительство Это уровень коррекции программ, кот",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,травмированные,"втором уровне мы погружаемся в причины ситуации, находим ранние стрессы и травмированные субличности и укрепляем их ресурс. #3. На третьем уровне мы выходим на глубинные, базовые конфликты Психики,",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,лечение,"ивает решительность. У денег это вызывает интерес. * ВЕНЕРА - стимулирует влечение к деньгам. Оно становится взаимным. * ЮПИТЕР - задает состояние гордости, влияния, управления * САТУРН - дает",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,травмами,"рий мистерии полезны. Например, это актуально, когда мы работаем с ранними травмами рождения, беременности. В таком случае ранний стресс пронзает всю структуру психики человека и требует больше",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,травм,"труктуру психики человека и требует больше внимания. Для проработки ранних травм: - помимо работы через раненную субличность или группу субличностей (Звезда Рождения), - можно перепрошить ба",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,травмы,"нарии-программы. МЕТОДЫ РАБОТЫ: #1. Сакральная гомеопатия: Глубокий анализ травмы-сценария по разным чакрам, тонким телам. Духовная коррекция верхних слоев травмы через гомеопатию высокой пот",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,травмы,"-сценария по разным чакрам, тонким телам. Духовная коррекция верхних слоев травмы через гомеопатию высокой потенции и Предметов Силы Богов. #2. Архетипическая поддержка через Мистерии. В перв",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,Травмы,"образом можно оказать поддержку поколениями Вашего Рода, исправляя Родовые Травмы и Восстанавливая Движение Силы Рода. __ Можно сделать диагностику Вашей Родовой системы. РАБОТА С ПРОГРАММАМИ",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,травмы,"работы. * В ПСИХОТЕРАПИИ Считается, что мощные родовые, трансгенерационные травмы передаются генетически. И с ними проводится аккуратная работа, как и с другими травмами личности. * В ГОМЕОПА",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,травмами,"даются генетически. И с ними проводится аккуратная работа, как и с другими травмами личности. * В ГОМЕОПАТИИ Мощные родовые травмы считаются причиной сложных, неизличимых заболеваний. И с таким",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,травмы,"я работа, как и с другими травмами личности. * В ГОМЕОПАТИИ Мощные родовые травмы считаются причиной сложных, неизличимых заболеваний. И с такими травмами мы работаем, через гомеопатические п",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,травмами,"вые травмы считаются причиной сложных, неизличимых заболеваний. И с такими травмами мы работаем, через гомеопатические препараты высокой мощности. __ Мой нюанс в том, что я провожу более прицел",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,Травмами,"отенции препаратов: ГИПОТЕЗА : Решил проверить утверждение, что с Родовыми Травмами надо работать высокими потенциями гомеопатии. ОТВЕТ : Верно, но скорее даже сверх-высокими. Высокая потенция",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,Травмы,"на самые слабые, а на самые сильные поколения. Часто стрессовые истории - ""Травмы Рода"" выпадали именно на поколения с высоким ресурсом. После чего количество ресурса в Линиях Рода значительн",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/ru/thrpy-ru/4-ur-terapiya-dukha-i-roda-sakralnaya-gomeopatiya,Травм,"Рода значительно снижается. 3. КАКИЕ ПРЕПАРАТЫ? На удивление, для Родовых Травм не так много подходит препаратов. Но ARNICA работает довольно хорошо. Напишите нам Узнать Детали",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/therapy/1st-lvl-personality-therapy-homeopathy,health,"ith the restoration of the body's resources. This is useful: - for solving health issues, - for support in the topic of relationships, - for relieving anxiety about money, business, negotiati",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/therapy/1st-lvl-personality-therapy-homeopathy,traumas,"he 1st level, we do not delve into the causes of the situation, into early traumas. At the 1st level, we strengthen your inner resource so that you can cope with current tasks and challenges y",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/therapy/1st-lvl-personality-therapy-homeopathy,health,"and challenges yourself. Work at the 1st level is suitable if the state of health is stable enough, the psyche is strong, and the requests-situations are not difficult. Then rapid growth occu",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/therapy/1st-lvl-personality-therapy-homeopathy,SYMPTOM,"ions are not difficult. Then rapid growth occurs. LEVELS OF WORKING WITH A SYMPTOM On the example of the topic of skin problems, feelings of shame and insecurity. Based on the classification o",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/therapy/1st-lvl-personality-therapy-homeopathy,symptoms,"eactions, emotional stress, physical clamps. - Basic homeopathy. We remove symptoms with express preparations that support the personality. * Level 2. Working with the psyche, with psychosomati",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/therapy/1st-lvl-personality-therapy-homeopathy,traumas,actions. - Homeopathy of subpersonalities. We begin to work with childhood traumas. We find early stress and remove it with gentle preparations. * Level 3. Working with the personality structu,health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/therapy/1st-lvl-personality-therapy-homeopathy,healing,hich will strengthen the inner Self. * Level 4. Karmic/ancestral/spiritual healing. When the problem came before birth. A person lives with the feeling that this is the only way it is. And the,health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/therapy/1st-lvl-personality-therapy-homeopathy,HEALTH,"meopathy. I continue to explore technologies for working at the 4th level. HEALTH LEVELS There is an interesting thought from Vithoulkos, the founder of the modern school of homeopathy: He em",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/therapy/1st-lvl-personality-therapy-homeopathy,healing,"f homeopathy: He emphasizes that the effect of our work, i.e. the speed of healing, depends not on the drug, but on the speed of the body's reaction. And this depends on the ""level of health"".",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/therapy/1st-lvl-personality-therapy-homeopathy,health,"but on the speed of the body's reaction. And this depends on the ""level of health"". And based on this, we determine the dose and category of the drug. THERE ARE 4 LEVELS OF DEPTH OF WORK: 1.",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/therapy/1st-lvl-personality-therapy-homeopathy,symptom,"ory of the drug. THERE ARE 4 LEVELS OF DEPTH OF WORK: 1. Correction of the symptom, stress. We work with acute conditions (Aconitum). They remove the external symptom. Dose 30-200. 2. The leve",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/therapy/1st-lvl-personality-therapy-homeopathy,symptom,"stress. We work with acute conditions (Aconitum). They remove the external symptom. Dose 30-200. 2. The level of psychosomatics, frequent stress. The symptoms are variable. The person is aware",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/therapy/1st-lvl-personality-therapy-homeopathy,symptoms,"symptom. Dose 30-200. 2. The level of psychosomatics, frequent stress. The symptoms are variable. The person is aware of the cause of the problem, but it gets out of control. - Moderate drugs (",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/therapy/1st-lvl-personality-therapy-homeopathy,treat,"oderate drugs (pulsatilla, silicea). Dose 6-30. The drugs of the 2nd level treat the body and soul/emotions. 3. Level of deep internal conflicts. Symptoms are constant. The cause is not clea",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/therapy/1st-lvl-personality-therapy-homeopathy,Symptoms,vel treat the body and soul/emotions. 3. Level of deep internal conflicts. Symptoms are constant. The cause is not clear. Built into the personality (I have always been like this). - Complex ca,health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/therapy/1st-lvl-personality-therapy-homeopathy,treat,"s, Anacardium, Medorrhinum, Syphilinum). Dose 6-30. 3rd level preparations treat the personality, psyche, and destiny 4. Karmic ancestral problems. Critical - cases (Plumbum, Alumina, Veratr",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/therapy/1st-lvl-personality-therapy-homeopathy,Health,"fate"". LOVE DEFICIT Let's consider it from the perspective of 4 levels of Health. * Level 1. Stress reaction. This is a temporary emotional reaction to stress or circumstances. * Level 2. Wo",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/therapy/1st-lvl-personality-therapy-homeopathy,Trauma,"looking for a solution. Programs are built into the personality structure. Trauma becomes a life scenario. This is a chronic level, deep psychosomatics. The sense of body is lost. - we restor",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/therapy/1st-lvl-personality-therapy-homeopathy,depression,"have the strength for inflammatory reactions. Complex diseases. Feelings: depression, meaninglessness, complete loneliness, global existential crisis. The feeling that life has no value if there",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/therapy/1st-lvl-personality-therapy-homeopathy,healing,"erception. - at this stage we restore connection with the world. Spiritual healing. HOW WE WORK: 1 level: We give a small one-time support, Pulsatilla, Phosphorus and the person is happy and e",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/therapy/2-lvl-trauma-therapy-homeopathy-of-subpersonalities,psychotherapy,.) This method is common in shamanism (return of parts of the soul) and in psychotherapy. But such work is often abstract. I found a way to make this work as specific and measurable as possible. I w,regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/therapy/2-lvl-trauma-therapy-homeopathy-of-subpersonalities,psychotherapy,"ion of the subpersonality. It can be described through images (as we do in psychotherapy). It can be described in the language of spirits, etc. Having tuned in, I fix it in the mandala through sephi",regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/therapy/2-lvl-trauma-therapy-homeopathy-of-subpersonalities,psychotherapist,"accelerating their achievement. - HOW? FORMAT OF WORK. #1. ANALYSIS. As a psychotherapist and family constellation facilitator with over 15 years of experience, I can immediately track the personalit",regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/therapy/2-lvl-trauma-therapy-homeopathy-of-subpersonalities,psychotherapy,"te events, movement towards the goal. 3.3. Personal sessions of figurative psychotherapy (for awareness and integration of new parameters into the personality). - RESULT. In one or two cycles of wor",regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/therapy/2-lvl-trauma-therapy-homeopathy-of-subpersonalities,psychotherapy,"turns into gold. The effect occurs many times faster than with traditional psychotherapy. This is manifested in connections, events, deeds. The overall quality of life, the level of satisfaction wit",regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/therapy/2-lvl-trauma-therapy-homeopathy-of-subpersonalities,psychotherapy,"EXAMPLE OF WORK I was amazed that the tasks that we had been working on in psychotherapy for a year were removed in 3 sessions through homeopathy of subpersonalities. At first, we worked for a long",regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/therapy/2-lvl-trauma-therapy-homeopathy-of-subpersonalities,Trauma,Trauma Therapy Get Details SUBPERSONALITIES IN HOMEOPATHY Working through subpersonalities increases the effectivene,health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/therapy/2-lvl-trauma-therapy-homeopathy-of-subpersonalities,cure,"situations, etc. Here it is necessary to remove the roots of the problem, cure early stresses/subpersonalities that set these programs. In this case, we - find stresses/subpersonalities, -",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
